idiom,idiom_token
in its dry dock,<BERTRAM:IDinitsdrydockID>
going by the board,<BERTRAM:IDgoingbytheboardID>
call your bluff,<BERTRAM:IDcallyourbluffID>
"on a 3,637 mile run",<BERTRAM:IDona3637milerunID>
beard the lion in his den,<BERTRAM:IDbeardthelioninhisdenID>
in school bag,<BERTRAM:IDinschoolbagID>
die is cast,<BERTRAM:IDdieiscastID>
drop white balls,<BERTRAM:IDdropwhiteballsID>
ball is now in the Commission 's court,<BERTRAM:IDballisnowinthecommissionscourtID>
fly their flags,<BERTRAM:IDflytheirflagsID>
out of your running,<BERTRAM:IDoutofyourrunningID>
questions are begged,<BERTRAM:IDquestionsarebeggedID>
turn the problem on its head,<BERTRAM:IDturntheproblemonitsheadID>
takes to the hills,<BERTRAM:IDtakestothehillsID>
doing his head in,<BERTRAM:IDdoinghisheadinID>
give God the slip,<BERTRAM:IDgivegodtheslipID>
on background levels,<BERTRAM:IDonbackgroundlevelsID>
go that distance,<BERTRAM:IDgothatdistanceID>
give the popcorn a miss,<BERTRAM:IDgivethepopcornamissID>
lie low’,<BERTRAM:IDlielow’ID>
gives any would - be attacker just pause,<BERTRAM:IDgivesanywouldbeattackerjustpauseID>
out on a privileged limb,<BERTRAM:IDoutonaprivilegedlimbID>
foot Central America 's reconstruction bill,<BERTRAM:IDfootcentralamericasreconstructionbillID>
on overall sentencing levels,<BERTRAM:IDonoverallsentencinglevelsID>
farmers would be thrown to the wolves,<BERTRAM:IDfarmerswouldbethrowntothewolvesID>
in the pipelines,<BERTRAM:IDinthepipelinesID>
have you by the short and curlies,<BERTRAM:IDhaveyoubytheshortandcurliesID>
be my first guest,<BERTRAM:IDbemyfirstguestID>
in your own dreams,<BERTRAM:IDinyourowndreamsID>
turning tricks,<BERTRAM:IDturningtricksID>
trodden the boards,<BERTRAM:IDtroddentheboardsID>
come up roses.’,<BERTRAM:IDcomeuproses’ID>
begs an even larger question,<BERTRAM:IDbegsanevenlargerquestionID>
come very quickly to a head,<BERTRAM:IDcomeveryquicklytoaheadID>
broken not only Linnet 's heart,<BERTRAM:IDbrokennotonlylinnetsheartID>
icing on the birthday cake,<BERTRAM:IDicingonthebirthdaycakeID>
keeping your fingers crossed,<BERTRAM:IDkeepingyourfingerscrossedID>
having words,<BERTRAM:IDhavingwordsID>
ring some bells,<BERTRAM:IDringsomebellsID>
took away their bows,<BERTRAM:IDtookawaytheirbowsID>
in pale pink,<BERTRAM:IDinpalepinkID>
goes the extra mile,<BERTRAM:IDgoestheextramileID>
keep up professional appearances,<BERTRAM:IDkeepupprofessionalappearancesID>
out of picture,<BERTRAM:IDoutofpictureID>
in the industry 's own long term,<BERTRAM:IDintheindustrysownlongtermID>
on our paper,<BERTRAM:IDonourpaperID>
on his morning run,<BERTRAM:IDonhismorningrunID>
in standard works,<BERTRAM:IDinstandardworksID>
hated your guts!’,<BERTRAM:IDhatedyourguts’ID>
join the local bowling club,<BERTRAM:IDjointhelocalbowlingclubID>
pull hideous faces,<BERTRAM:IDpullhideousfacesID>
under a work table,<BERTRAM:IDunderaworktableID>
to the bare bones,<BERTRAM:IDtothebarebonesID>
got it in the neck,<BERTRAM:IDgotitintheneckID>
fell into their natural place,<BERTRAM:IDfellintotheirnaturalplaceID>
on lace cards,<BERTRAM:IDonlacecardsID>
hear good things,<BERTRAM:IDheargoodthingsID>
add substantial fuel to the fires,<BERTRAM:IDaddsubstantialfueltothefiresID>
holds little water,<BERTRAM:IDholdslittlewaterID>
give the toothpaste a miss,<BERTRAM:IDgivethetoothpasteamissID>
wearing black velvet trousers,<BERTRAM:IDwearingblackvelvettrousersID>
keep body and soul together?’,<BERTRAM:IDkeepbodyandsoultogether’ID>
bit its head off,<BERTRAM:IDbititsheadoffID>
Show us your legs,<BERTRAM:IDshowusyourlegsID>
sick and tired’,<BERTRAM:IDsickandtired’ID>
took them to the cleaners,<BERTRAM:IDtookthemtothecleanersID>
in New York social club,<BERTRAM:IDinnewyorksocialclubID>
play downloaded windows game,<BERTRAM:IDplaydownloadedwindowsgameID>
made their final move,<BERTRAM:IDmadetheirfinalmoveID>
heart and soul.’,<BERTRAM:IDheartandsoul’ID>
"mind over matter,’",<BERTRAM:IDmindovermatter’ID>
buy farms,<BERTRAM:IDbuyfarmsID>
took him for his first ride,<BERTRAM:IDtookhimforhisfirstrideID>
in a salty fog,<BERTRAM:IDinasaltyfogID>
follow in Adam 's footsteps,<BERTRAM:IDfollowinadamsfootstepsID>
"sets eyes on,’",<BERTRAM:IDsetseyeson’ID>
go different places,<BERTRAM:IDgodifferentplacesID>
on my father 's money,<BERTRAM:IDonmyfathersmoneyID>
play that third game,<BERTRAM:IDplaythatthirdgameID>
pick his brains,<BERTRAM:IDpickhisbrainsID>
smoke and mirrors,<BERTRAM:IDsmokeandmirrorsID>
plays his first game,<BERTRAM:IDplayshisfirstgameID>
wiping her son 's eyes,<BERTRAM:IDwipinghersonseyesID>
bread and circus,<BERTRAM:IDbreadandcircusID>
in blacks,<BERTRAM:IDinblacksID>
going Dutch,<BERTRAM:IDgoingdutchID>
taking the rough with the smooth)—,<BERTRAM:IDtakingtheroughwiththesmooth—ID>
bums on cushions rather than on seats,<BERTRAM:IDbumsoncushionsratherthanonseatsID>
on the EU level,<BERTRAM:IDontheeulevelID>
"young blood,’",<BERTRAM:IDyoungblood’ID>
on the three dots,<BERTRAM:IDonthethreedotsID>
crossing the Rubicon,<BERTRAM:IDcrossingtherubiconID>
out of somebody 's own wood,<BERTRAM:IDoutofsomebodysownwoodID>
strikes obvious chords,<BERTRAM:IDstrikesobviouschordsID>
under pink and red roses,<BERTRAM:IDunderpinkandredrosesID>
under almost immediate fire,<BERTRAM:IDunderalmostimmediatefireID>
on NATURAL ROCK,<BERTRAM:IDonnaturalrockID>
against the natural grain,<BERTRAM:IDagainstthenaturalgrainID>
down the passageway and out,<BERTRAM:IDdownthepassagewayandoutID>
push my button,<BERTRAM:IDpushmybuttonID>
on his powder horn,<BERTRAM:IDonhispowderhornID>
in wrinkled cans,<BERTRAM:IDinwrinkledcansID>
prodigal sons,<BERTRAM:IDprodigalsonsID>
joined a third club,<BERTRAM:IDjoinedathirdclubID>
up the Hudson river,<BERTRAM:IDupthehudsonriverID>
pick up the entire tab,<BERTRAM:IDpickuptheentiretabID>
over hill,<BERTRAM:IDoverhillID>
runs the gamut,<BERTRAM:IDrunsthegamutID>
rising magnificently to the occasion,<BERTRAM:IDrisingmagnificentlytotheoccasionID>
come to her mind,<BERTRAM:IDcometohermindID>
got up my nose,<BERTRAM:IDgotupmynoseID>
keep your eye on the ball,<BERTRAM:IDkeepyoureyeontheballID>
TAKING AUNTIE TO TASK,<BERTRAM:IDtakingauntietotaskID>
in a piping bag,<BERTRAM:IDinapipingbagID>
on a philosophical level,<BERTRAM:IDonaphilosophicallevelID>
all over bar the shouting’,<BERTRAM:IDalloverbartheshouting’ID>
on dromedary trots,<BERTRAM:IDondromedarytrotsID>
slipped through the care package net,<BERTRAM:IDslippedthroughthecarepackagenetID>
over your damned head,<BERTRAM:IDoveryourdamnedheadID>
fly up in the face of,<BERTRAM:IDflyupinthefaceofID>
take the fourth root,<BERTRAM:IDtakethefourthrootID>
sail close to the wind,<BERTRAM:IDsailclosetothewindID>
wore black leather biking trousers,<BERTRAM:IDworeblackleatherbikingtrousersID>
bit the ideological bullet,<BERTRAM:IDbittheideologicalbulletID>
catching them napping,<BERTRAM:IDcatchingthemnappingID>
wins a VIP day,<BERTRAM:IDwinsavipdayID>
getting a stronger grip,<BERTRAM:IDgettingastrongergripID>
caught Athelstan 's eye,<BERTRAM:IDcaughtathelstanseyeID>
tables would be turned,<BERTRAM:IDtableswouldbeturnedID>
knock their block off’,<BERTRAM:IDknocktheirblockoff’ID>
put the screws on,<BERTRAM:IDputthescrewsonID>
by the surviving wage - books,<BERTRAM:IDbythesurvivingwagebooksID>
make their days,<BERTRAM:IDmaketheirdaysID>
make both ends meet,<BERTRAM:IDmakebothendsmeetID>
jumping the promotion queue,<BERTRAM:IDjumpingthepromotionqueueID>
across the floor - boards,<BERTRAM:IDacrossthefloorboardsID>
kept Cunningham in the dark,<BERTRAM:IDkeptcunninghaminthedarkID>
in professional work,<BERTRAM:IDinprofessionalworkID>
get a — ah — total picture,<BERTRAM:IDgeta—ah—totalpictureID>
falls naturally into place,<BERTRAM:IDfallsnaturallyintoplaceID>
make more history,<BERTRAM:IDmakemorehistoryID>
catching Patrick 's eye,<BERTRAM:IDcatchingpatrickseyeID>
rocked the Williams boat,<BERTRAM:IDrockedthewilliamsboatID>
in the traditional red,<BERTRAM:IDinthetraditionalredID>
over the next hill,<BERTRAM:IDoverthenexthillID>
feel the pinch.’,<BERTRAM:IDfeelthepinch’ID>
Indian summer’,<BERTRAM:IDindiansummer’ID>
out of the sick smell of the phone box,<BERTRAM:IDoutofthesicksmellofthephoneboxID>
rung a bell,<BERTRAM:IDrungabellID>
given it a miss,<BERTRAM:IDgivenitamissID>
on any card,<BERTRAM:IDonanycardID>
in this big black placky bag,<BERTRAM:IDinthisbigblackplackybagID>
in our pockets,<BERTRAM:IDinourpocketsID>
"getting on my , right on my nerves",<BERTRAM:IDgettingonmyrightonmynervesID>
get the full picture,<BERTRAM:IDgetthefullpictureID>
rode roughshod even over,<BERTRAM:IDroderoughshodevenoverID>
held his withered little hand,<BERTRAM:IDheldhiswitheredlittlehandID>
behind her back.’,<BERTRAM:IDbehindherback’ID>
cap in his hand,<BERTRAM:IDcapinhishandID>
struck an immediate and powerful chord,<BERTRAM:IDstruckanimmediateandpowerfulchordID>
followed carefully in its footsteps,<BERTRAM:IDfollowedcarefullyinitsfootstepsID>
Spare the rod and spoil the child,<BERTRAM:IDsparetherodandspoilthechildID>
touch a brittle nerve,<BERTRAM:IDtouchabrittlenerveID>
on the Premiership game,<BERTRAM:IDonthepremiershipgameID>
his head was mostly turned,<BERTRAM:IDhisheadwasmostlyturnedID>
out of thin planks of wood,<BERTRAM:IDoutofthinplanksofwoodID>
play another ball,<BERTRAM:IDplayanotherballID>
see the brightest stars,<BERTRAM:IDseethebrighteststarsID>
playing brilliant balls,<BERTRAM:IDplayingbrilliantballsID>
bells were rung,<BERTRAM:IDbellswererungID>
ran him ragged,<BERTRAM:IDranhimraggedID>
down the aisle and out,<BERTRAM:IDdowntheaisleandoutID>
wore dark blue trousers,<BERTRAM:IDworedarkbluetrousersID>
same differences,<BERTRAM:IDsamedifferencesID>
hit the ground running’,<BERTRAM:IDhitthegroundrunning’ID>
meet Hodkinson halfway,<BERTRAM:IDmeethodkinsonhalfwayID>
taking a membership count,<BERTRAM:IDtakingamembershipcountID>
on a nod,<BERTRAM:IDonanodID>
forcing her hand,<BERTRAM:IDforcingherhandID>
off a high mark,<BERTRAM:IDoffahighmarkID>
turn a blind eye’,<BERTRAM:IDturnablindeye’ID>
dress up to the nines,<BERTRAM:IDdressuptotheninesID>
fingers of suspicion are being pointed,<BERTRAM:IDfingersofsuspicionarebeingpointedID>
down Ordinance Road,<BERTRAM:IDdownordinanceroadID>
made world history,<BERTRAM:IDmadeworldhistoryID>
slippery slope’argument,<BERTRAM:IDslipperyslope’argumentID>
on the button.’,<BERTRAM:IDonthebutton’ID>
man and his boy,<BERTRAM:IDmanandhisboyID>
in that little bag,<BERTRAM:IDinthatlittlebagID>
falls from grace,<BERTRAM:IDfallsfromgraceID>
"brass neck,’",<BERTRAM:IDbrassneck’ID>
withered on the vine,<BERTRAM:IDwitheredonthevineID>
opens up these floodgates,<BERTRAM:IDopensupthesefloodgatesID>
up the Zaire River,<BERTRAM:IDupthezaireriverID>
took a nightly bath,<BERTRAM:IDtookanightlybathID>
turn this logic on its head,<BERTRAM:IDturnthislogiconitsheadID>
New ground is being broken,<BERTRAM:IDnewgroundisbeingbrokenID>
have many cows,<BERTRAM:IDhavemanycowsID>
boot and all,<BERTRAM:IDbootandallID>
tie your reef knot,<BERTRAM:IDtieyourreefknotID>
moves are made,<BERTRAM:IDmovesaremadeID>
getting up Heston 's famously broken nose,<BERTRAM:IDgettinguphestonsfamouslybrokennoseID>
made splashes,<BERTRAM:IDmadesplashesID>
on the Microsoft Account Button,<BERTRAM:IDonthemicrosoftaccountbuttonID>
on state and municipal levels,<BERTRAM:IDonstateandmunicipallevelsID>
on their trading cards,<BERTRAM:IDontheirtradingcardsID>
on Nicandra 's mind,<BERTRAM:IDonnicandrasmindID>
put us in mind of,<BERTRAM:IDputusinmindofID>
spit it out.’,<BERTRAM:IDspititout’ID>
night and the day,<BERTRAM:IDnightandthedayID>
telling it like it is,<BERTRAM:IDtellingitlikeitisID>
seizes the day,<BERTRAM:IDseizesthedayID>
play most any game,<BERTRAM:IDplaymostanygameID>
pumping iron’,<BERTRAM:IDpumpingiron’ID>
apple and an orange,<BERTRAM:IDappleandanorangeID>
saw the dawn dimness light,<BERTRAM:IDsawthedawndimnesslightID>
makes hay,<BERTRAM:IDmakeshayID>
came to Emily 's mind,<BERTRAM:IDcametoemilysmindID>
across the game board,<BERTRAM:IDacrossthegameboardID>
make a big killing,<BERTRAM:IDmakeabigkillingID>
gives Mary a black eye,<BERTRAM:IDgivesmaryablackeyeID>
two pennies,<BERTRAM:IDtwopenniesID>
never say die!’,<BERTRAM:IDneversaydie’ID>
hints are dropped,<BERTRAM:IDhintsaredroppedID>
hold as much water,<BERTRAM:IDholdasmuchwaterID>
pull my legs,<BERTRAM:IDpullmylegsID>
had not the heart,<BERTRAM:IDhadnottheheartID>
out of the exact chronological order,<BERTRAM:IDoutoftheexactchronologicalorderID>
on sponsor money,<BERTRAM:IDonsponsormoneyID>
till the cows came home,<BERTRAM:IDtillthecowscamehomeID>
break any ice,<BERTRAM:IDbreakanyiceID>
no time like the present.’,<BERTRAM:IDnotimelikethepresent’ID>
take the rough with the smooth,<BERTRAM:IDtaketheroughwiththesmoothID>
under the hot Andean sun,<BERTRAM:IDunderthehotandeansunID>
keep me posted.’,<BERTRAM:IDkeepmeposted’ID>
out of its box,<BERTRAM:IDoutofitsboxID>
"Party of the Soviet ~ Union , was also kept in the dark",<BERTRAM:IDpartyofthesovietunionwasalsokeptinthedarkID>
Quiet as a mouse,<BERTRAM:IDquietasamouseID>
fits that bill,<BERTRAM:IDfitsthatbillID>
to the May 14 letter,<BERTRAM:IDtothemay14letterID>
begs further questions,<BERTRAM:IDbegsfurtherquestionsID>
Gs could be taken as read,<BERTRAM:IDgscouldbetakenasreadID>
wipe the slate ritually clean,<BERTRAM:IDwipetheslaterituallycleanID>
In fogs,<BERTRAM:IDinfogsID>
in altogether,<BERTRAM:IDinaltogetherID>
running into the sand,<BERTRAM:IDrunningintothesandID>
in the can’(a,<BERTRAM:IDinthecan’aID>
stroke of luck.’,<BERTRAM:IDstrokeofluck’ID>
cutting it fine,<BERTRAM:IDcuttingitfineID>
at the first crossroads,<BERTRAM:IDatthefirstcrossroadsID>
calling Sweetman 's bluff,<BERTRAM:IDcallingsweetmansbluffID>
cuckoo in its geographical nest,<BERTRAM:IDcuckooinitsgeographicalnestID>
pour oil on troubled waters,<BERTRAM:IDpouroilontroubledwatersID>
to Walesa 's letter,<BERTRAM:IDtowalesasletterID>
off the bed and on,<BERTRAM:IDoffthebedandonID>
pass his muster,<BERTRAM:IDpasshismusterID>
taken its roots,<BERTRAM:IDtakenitsrootsID>
taking the ( gentle ) mickey,<BERTRAM:IDtakingthegentlemickeyID>
old as the hills’,<BERTRAM:IDoldasthehills’ID>
under a dense cloud,<BERTRAM:IDunderadensecloudID>
got nice pictures,<BERTRAM:IDgotnicepicturesID>
told a highly - coloured tale,<BERTRAM:IDtoldahighlycolouredtaleID>
spare Italy 's World Cup blushes,<BERTRAM:IDspareitalysworldcupblushesID>
holding out the ring,<BERTRAM:IDholdingouttheringID>
give her the creeps,<BERTRAM:IDgiveherthecreepsID>
yarn has been spun,<BERTRAM:IDyarnhasbeenspunID>
called the shots.’,<BERTRAM:IDcalledtheshots’ID>
struck the opening chords,<BERTRAM:IDstrucktheopeningchordsID>
see a lot more stars,<BERTRAM:IDseealotmorestarsID>
in the very hot water,<BERTRAM:IDintheveryhotwaterID>
in your pocket?’,<BERTRAM:IDinyourpocket’ID>
give them a miss,<BERTRAM:IDgivethemamissID>
rubs us up the wrong way,<BERTRAM:IDrubsusupthewrongwayID>
walk down the gang - plank,<BERTRAM:IDwalkdownthegangplankID>
in his button - hole,<BERTRAM:IDinhisbuttonholeID>
broke new woodworking ground,<BERTRAM:IDbrokenewwoodworkinggroundID>
giving Israel the ' runaround,<BERTRAM:IDgivingisraeltherunaroundID>
drawn a total blank,<BERTRAM:IDdrawnatotalblankID>
playing possum’,<BERTRAM:IDplayingpossum’ID>
on this carpet,<BERTRAM:IDonthiscarpetID>
draws a bead on,<BERTRAM:IDdrawsabeadonID>
cogs in the machine’,<BERTRAM:IDcogsinthemachine’ID>
on the sim card / SD card,<BERTRAM:IDonthesimcardsdcardID>
has the word,<BERTRAM:IDhasthewordID>
nights and four days,<BERTRAM:IDnightsandfourdaysID>
taken such deep root,<BERTRAM:IDtakensuchdeeprootID>
pass time of day,<BERTRAM:IDpasstimeofdayID>
Edwards 's hand may yet be forced,<BERTRAM:IDedwardsshandmayyetbeforcedID>
strikes a festival chord,<BERTRAM:IDstrikesafestivalchordID>
cut - your - loss,<BERTRAM:IDcutyourlossID>
at various crossroads,<BERTRAM:IDatvariouscrossroadsID>
took it to the cleaners,<BERTRAM:IDtookittothecleanersID>
in his breast pocket,<BERTRAM:IDinhisbreastpocketID>
caught Werewolf 's eye,<BERTRAM:IDcaughtwerewolfseyeID>
took their roots,<BERTRAM:IDtooktheirrootsID>
go to the ground,<BERTRAM:IDgotothegroundID>
hints are already being dropped,<BERTRAM:IDhintsarealreadybeingdroppedID>
in the button - hole,<BERTRAM:IDinthebuttonholeID>
make its splash,<BERTRAM:IDmakeitssplashID>
seen Asian elephants,<BERTRAM:IDseenasianelephantsID>
read no less clearly between the lines,<BERTRAM:IDreadnolessclearlybetweenthelinesID>
out of his overcoat pocket,<BERTRAM:IDoutofhisovercoatpocketID>
took cautious stock,<BERTRAM:IDtookcautiousstockID>
on the Wi - Fi button,<BERTRAM:IDonthewifibuttonID>
in a round hole,<BERTRAM:IDinaroundholeID>
have your own number,<BERTRAM:IDhaveyourownnumberID>
on my rent - roll,<BERTRAM:IDonmyrentrollID>
Kill the fatted calf,<BERTRAM:IDkillthefattedcalfID>
squeaky clean’—,<BERTRAM:IDsqueakyclean’—ID>
kith and kin’,<BERTRAM:IDkithandkin’ID>
drinks like a fish,<BERTRAM:IDdrinkslikeafishID>
biting your head off,<BERTRAM:IDbitingyourheadoffID>
in the serious business,<BERTRAM:IDintheseriousbusinessID>
one of those winter 's - end days,<BERTRAM:IDoneofthosewintersenddaysID>
in petrol cans,<BERTRAM:IDinpetrolcansID>
has the final word,<BERTRAM:IDhasthefinalwordID>
on the defendant 's house,<BERTRAM:IDonthedefendantshouseID>
under a strong sun,<BERTRAM:IDunderastrongsunID>
hold even the line,<BERTRAM:IDholdeventhelineID>
bear bitter fruit,<BERTRAM:IDbearbitterfruitID>
part of DTI furniture,<BERTRAM:IDpartofdtifurnitureID>
lend your hand,<BERTRAM:IDlendyourhandID>
make straight or curved tracks,<BERTRAM:IDmakestraightorcurvedtracksID>
lay down the law?’,<BERTRAM:IDlaydownthelaw’ID>
on Queen Square,<BERTRAM:IDonqueensquareID>
drop their bricks,<BERTRAM:IDdroptheirbricksID>
kites being flown,<BERTRAM:IDkitesbeingflownID>
out of her blazer pocket,<BERTRAM:IDoutofherblazerpocketID>
goes to your head,<BERTRAM:IDgoestoyourheadID>
have his er telephone number,<BERTRAM:IDhavehisertelephonenumberID>
get Calder 's back up,<BERTRAM:IDgetcaldersbackupID>
given me the creeps,<BERTRAM:IDgivenmethecreepsID>
on the second leg run,<BERTRAM:IDonthesecondlegrunID>
swimming against the political tide,<BERTRAM:IDswimmingagainstthepoliticaltideID>
in identical bags,<BERTRAM:IDinidenticalbagsID>
shipshape and Bristol fashion’,<BERTRAM:IDshipshapeandbristolfashion’ID>
"by a long shot,’",<BERTRAM:IDbyalongshot’ID>
"call your bluff,’",<BERTRAM:IDcallyourbluff’ID>
on the ( water ) wagon,<BERTRAM:IDonthewaterwagonID>
behind the Britannia bar,<BERTRAM:IDbehindthebritanniabarID>
on the international level,<BERTRAM:IDontheinternationallevelID>
wear tough full length trousers,<BERTRAM:IDweartoughfulllengthtrousersID>
man in his position to be kept in the dark,<BERTRAM:IDmaninhispositiontobekeptinthedarkID>
jump through the hoops,<BERTRAM:IDjumpthroughthehoopsID>
keeps mum,<BERTRAM:IDkeepsmumID>
In a nutty nutshell,<BERTRAM:IDinanuttynutshellID>
get an ov overall picture,<BERTRAM:IDgetanovoverallpictureID>
rang a small bell,<BERTRAM:IDrangasmallbellID>
in her flesh,<BERTRAM:IDinherfleshID>
pulling political strings,<BERTRAM:IDpullingpoliticalstringsID>
turn the game on its head,<BERTRAM:IDturnthegameonitsheadID>
tongue - in - the - cheek,<BERTRAM:IDtongueinthecheekID>
spread yourself too thin’,<BERTRAM:IDspreadyourselftoothin’ID>
Do me another favour,<BERTRAM:IDdomeanotherfavourID>
in the Carlton Club,<BERTRAM:IDinthecarltonclubID>
plot has thickened,<BERTRAM:IDplothasthickenedID>
saw a wishing star,<BERTRAM:IDsawawishingstarID>
on Washington Square,<BERTRAM:IDonwashingtonsquareID>
made railway history,<BERTRAM:IDmaderailwayhistoryID>
under a warm summer sun,<BERTRAM:IDunderawarmsummersunID>
with occasional open views to,<BERTRAM:IDwithoccasionalopenviewstoID>
crocodile tear,<BERTRAM:IDcrocodiletearID>
gave you the eye,<BERTRAM:IDgaveyoutheeyeID>
dropped a brick,<BERTRAM:IDdroppedabrickID>
wearing sand - coloured trousers,<BERTRAM:IDwearingsandcolouredtrousersID>
